Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,7.05,2,maruti,swift,25.2,1248.0,74.0,6
Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.5,2,maruti,swift,28.4,1248.0,74.0,1
Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.1,8,chevrolet,beat,25.44,936.0,57.6,5
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.6,6,skoda,superb,13.7,1798.0,157.75,3
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,19.25,8,mercedes-benz,new,14.84,2143.0,167.62,4
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,17.92,3,toyota,innova,13.68,2393.0,147.8,7
Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.6,4,hyundai,i10,20.36,1197.0,78.9,0
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.5,6,honda,amaze,25.8,1498.0,98.6,2
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.4,3,hyundai,i20,21.9,1396.0,88.76,1
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,,5.5,9,mahindra,scorpio,12.05,2179.0,120.0,5
Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,1.75,14,hyundai,getz,15.3,1341.0,83.0,4
Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,6.75,4,maruti,baleno,21.4,1197.0,83.1,1
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,,3.95,9,chevrolet,optra,16.52,1991.0,123.7,5
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.2,9,hyundai,verna,17.1,1591.0,121.3,6
Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,8.4,4,honda,city,17.0,1497.0,118.0,2
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,8.25,3,volkswagen,polo,17.21,1197.0,103.5,2
Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.31,7,honda,brio,19.4,1198.0,86.8,5
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.5,3,maruti,swift,26.59,1248.0,74.0,2
Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.75,8,honda,city,17.0,1497.0,118.0,4
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,,8.79,7,mahindra,ssangyong,11.18,2696.0,184.0,7
Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.55,10,maruti,alto,19.7,796.0,46.3,3
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.85,6,hyundai,i20,23.0,1396.0,90.0,8
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.52,6,ford,ecosport,15.8,1499.0,110.0,6
Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.6,9,nissan,micra,23.08,1461.0,63.1,8
Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.73,4,honda,brio,19.4,1198.0,86.8,2
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,,10.5,7,mahindra,ssangyong,11.18,2696.0,184.0,6
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.68 Lakh,6.07,2,hyundai,grand,18.9,1197.0,81.86,2
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.76,2,maruti,baleno,21.4,1197.0,83.1,2
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8.0,,7.46,4,mahindra,xylo,11.68,2498.0,112.0,4
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5.0,,3.49,8,renault,fluence,21.8,1461.0,78.0,8
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.05,8,hyundai,i20,18.5,1197.0,80.0,3
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.88,7,mitsubishi,pajero,10.5,2835.0,107.2,4
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,6.45,9,toyota,corolla,14.53,1794.0,138.1,8
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5.0,,9.0,9,bmw,3,10.9,2497.0,215.0,4
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.25,4,hyundai,creta,17.01,1582.0,126.2,5
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,7.36,3,mahindra,tuv,18.49,1493.0,100.0,4
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4.4,10,mahindra,scorpio,12.05,2179.0,120.0,7
Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.1,4,renault,kwid,25.17,799.0,53.3,2
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,5.42 Lakh,4.28,3,renault,kwid,22.5,999.0,67.0,5
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,5.5,3,maruti,swift,16.1,1197.0,85.0,1
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,,6.99,8,skoda,laura,17.0,1896.0,105.0,4
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,4.29,2,maruti,alto,24.7,796.0,47.3,2
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.2,6,maruti,swift,18.6,1197.0,85.8,5
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.11,8,hyundai,i20,23.0,1396.0,90.0,9
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,18.75,5,audi,q3,15.73,1968.0,174.33,4
Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.59,10,hyundai,i10,19.81,1086.0,68.05,5
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.6,4,maruti,wagon,20.51,998.0,67.04,0
Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.87,3,honda,city,17.8,1497.0,117.3,3
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.14 Lakh,5.55,2,hyundai,grand,18.9,1197.0,81.86,0
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,6.4,6,honda,city,25.1,1498.0,98.6,7
Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.65,11,maruti,swift,17.5,1298.0,85.8,5
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,5.5,5,maruti,swift,17.5,1298.0,85.8,5
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.31,7,mahindra,xuv500,15.1,2179.0,140.0,7
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.1,4,maruti,ciaz,28.09,1248.0,88.5,8
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.83,4,hyundai,verna,22.32,1582.0,126.32,1
Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.55,6,honda,brio,19.4,1198.0,86.8,2
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.19,3,hyundai,i20,17.19,1197.0,81.86,3
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26 kmpl,1598 CC,103.5 bhp,5.0,,3.29,9,volkswagen,polo,15.26,1598.0,103.5,7
Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5.0,,4.41,5,maruti,swift,16.1,1197.0,85.0,1
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,4.99,7,renault,duster,19.01,1461.0,108.45,5
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,69.59 Lakh,17.98,11,bmw,x3,18.56,1995.0,190.0,5
Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,7.71,2,fiat,avventura,20.5,1248.0,91.72,1
Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.8,7,maruti,wagon,20.51,998.0,67.04,3
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,,3.0,7,chevrolet,sail,22.1,1248.0,76.9,4
Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,12.49,5,mahindra,xuv500,15.1,2179.0,140.0,3
Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,5.0,,5.0,4,tata,zest,23.0,1248.0,88.8,5
Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.5,5,maruti,swift,25.2,1248.0,74.0,2
Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.0,5,tata,indigo,25.0,1396.0,69.01,10
Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.46,5,mahindra,xuv500,15.1,2179.0,140.0,5
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.0,11,bmw,5,18.48,1995.0,177.0,7
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,6.15,7,hyundai,verna,17.1,1591.0,121.3,6
Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7.0,,14.5,5,hyundai,santa,13.01,2199.0,194.3,10
Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.18,2,maruti,wagon,20.51,998.0,67.0,2
Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1.24,13,maruti,wagon,17.3,1061.0,64.0,9
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,2.8,7,hyundai,i20,18.5,1197.0,82.85,4
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,5.23,9,skoda,superb,13.7,1798.0,157.75,7
Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,0.45,15,hyundai,getz,15.3,1341.0,83.0,8
Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.25,6,maruti,wagon,18.9,998.0,67.1,6
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.5,5,maruti,omni,16.8,796.0,34.2,2
Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.85,8,hyundai,i10,20.36,1197.0,78.9,5
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,4.61 Lakh,4.5,2,renault,kwid,21.7,999.0,67.0,1
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15.0 kmpl,2147 CC,107.3 bhp,5.0,,16.25,6,mercedes-benz,b,15.0,2147.0,107.3,3
Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,7.75,3,volkswagen,polo,17.21,1197.0,103.5,2
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8.0,,4.35,13,mahindra,scorpio,12.05,2179.0,120.0,8
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,3.63,7,chevrolet,beat,25.44,936.0,56.3,7
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.75,10,toyota,innova,12.8,2494.0,102.0,8
Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.51,2,maruti,swift,20.85,1197.0,83.14,1
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,5.3 Lakh,4.8,2,renault,kwid,21.7,999.0,67.0,0
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,7.97 Lakh,6.0,3,tata,bolt,22.95,1248.0,74.0,9
Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.4,4,hyundai,grand,18.9,1197.0,82.0,6
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.9,6,volkswagen,vento,20.34,1498.0,103.2,5
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,4.76,5,maruti,swift,19.3,1248.0,73.9,4
Chevrolet Spark 1.0 LT,Kochi,2012,50619,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,2.0,8,chevrolet,spark,18.0,995.0,62.0,5
BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.31 Lakh,9.92,11,bmw,3,22.69,1995.0,190.0,10
Hyundai EON Era Plus,Kochi,2018,15334,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.69,2,hyundai,eon,21.1,814.0,55.2,1
Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75,7,maruti,swift,23.4,1248.0,74.0,6
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,5.7,6,volkswagen,crosspolo,20.14,1498.0,88.5,7
Honda Amaze E i-Vtech,Coimbatore,2014,44753,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.94,6,honda,amaze,18.0,1198.0,86.7,4
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.29,8,volkswagen,vento,14.4,1598.0,103.6,5
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.0,6,maruti,wagon,20.51,998.0,67.04,2
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,6.5,6,volkswagen,polo,20.14,1498.0,88.8,8
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.9,5,volkswagen,polo,16.47,1198.0,73.9,5
Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.4,4,honda,amaze,25.8,1498.0,98.6,5
Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,7.46,1,tata,tigor,24.7,1047.0,69.0,2
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.86 Lakh,9.6,3,volkswagen,vento,21.5,1498.0,108.5,3
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.8,6,nissan,terrano,19.01,1461.0,108.5,6
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,8.59,4,skoda,rapid,21.66,1498.0,103.52,4
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.29,4,ford,figo,25.83,1498.0,99.0,7
Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8.0,,2.5,9,tata,venture,15.42,1405.0,70.0,5
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5.0,,13.9,9,mercedes-benz,new,14.84,2143.0,167.62,9
Honda City 1.5 V MT,Delhi,2011,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.4,9,honda,city,17.0,1497.0,118.0,9
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.5,5,hyundai,i20,18.6,1197.0,81.83,3
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65,8,volkswagen,vento,20.54,1598.0,103.6,11
Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,5.86,9,ford,endeavour,13.1,2499.0,141.0,6
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,10.44,2,ford,ecosport,14.8,1497.0,121.36,2
Maruti Swift VDI BSIV,Bangalore,2013,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.0,7,maruti,swift,17.8,1248.0,,5
Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.37,9,hyundai,i20,23.0,1396.0,90.0,6
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,12.22 Lakh,9.9,2,tata,nexon,21.5,1497.0,108.5,1
Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.3,8,ford,figo,20.0,1399.0,68.05,7
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,12.5,5,hyundai,creta,17.01,1582.0,126.2,6
Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.5,3,mahindra,xuv500,16.0,2179.0,140.0,1
Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25,6,maruti,swift,23.4,1248.0,74.0,5
Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,5.9,5,maruti,ciaz,20.73,1373.0,91.1,2
Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.6,7,hyundai,eon,21.1,814.0,55.2,2
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,13,mercedes-benz,e-class,11.0,2987.0,198.5,7
BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.5,9,bmw,5,18.48,1995.0,177.0,9
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,,5.75,3,hyundai,grand,24.0,1186.0,73.97,2
Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3,12,hyundai,santro,17.92,1086.0,62.1,9
Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.8,5,hyundai,i20,18.6,1197.0,81.83,3
Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5.0,,8.5,12,mercedes-benz,e-class,11.0,2987.0,198.5,6
Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.9,9,ford,figo,20.0,1399.0,68.0,7
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5,8,toyota,corolla,21.43,1364.0,86.79,5
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.96 Lakh,5.85,2,hyundai,grand,18.9,1197.0,81.86,1
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.96 Lakh,7.36,1,maruti,ignis,20.89,1197.0,81.8,0
Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,17.25,6,toyota,fortuner,11.5,2982.0,171.0,5
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.06 Lakh,17.65,3,toyota,innova,13.68,2393.0,147.8,3
Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,5.0,,2.5,7,ford,figo,20.0,1399.0,68.1,5
Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,,8.25,2,mahindra,thar,18.06,2523.0,63.0,0
BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,10.5,9,bmw,3,16.07,1995.0,181.0,6
Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.9,12,hyundai,accent,13.2,1495.0,94.0,8
Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,4,maruti,celerio,23.1,998.0,67.04,3
